,Unnamed: 0,index,Unnamed: 0.1,dob,photo_taken,full_path,gender,name,face_score,second_face_score,size,age
3396,128705,434125,434125,1940-11-18 00:00:00,2005,53/nm0882853_rm3402406144_1939-11-18_2005.jpg,0.0,Brenda Vaccaro,2.872506430160988,,"(315, 315)",65
1687,33222,112602,112602,1968-07-25 00:00:00,1994,55/nm0001455_rm4142259456_1967-7-25_1994.jpg,1.0,Matt LeBlanc,2.2145004244446915,,"(374, 373)",26
2945,37055,125702,125702,1935-02-14 00:00:00,1996,19/nm0001719_rm3946810880_1934-2-13_1996.jpg,1.0,George Segal,4.113983162007521,,"(500, 500)",61
421,72209,238207,238207,1991-04-16 00:00:00,2007,12/nm0914612_rm2452658944_1990-4-15_2007.jpg,0.0,Emma Watson,5.086416545304542,,"(317, 317)",16
1313,33925,114708,114708,1976-06-27 00:00:00,1999,97/nm0001497_rm1312201216_1975-6-27_1999.jpg,1.0,Tobey Maguire,2.8915297719003488,,"(72, 72)",23
2372,28317,96262,96262,1948-12-29 00:00:00,2005,01/nm0001101_rm3327498496_1947-12-29_2005.jpg,1.0,Ted Danson,3.742507210113744,,"(406, 406)",57
2632,113776,380901,380901,1943-01-04 00:00:00,2002,19/nm0860019_rm3783826176_1942-1-3_2002.jpg,0.0,Danièle Thompson,4.729266626452599,,"(206, 206)",59
3923,5060,17208,17208,1938-06-02 00:00:00,2013,51/nm0000151_rm1553180416_1937-6-1_2013.jpg,1.0,Morgan Freeman,2.2528467237608227,,"(500, 500)",75
2233,34901,118030,118030,1955-03-05 00:00:00,2005,73/nm0001573_rm217356288_1954-3-4_2005.jpg,0.0,Catherine O'Hara,4.455236688170421,,"(241, 240)",50
581,106326,355474,355474,1986-09-17 00:00:00,2004,26/nm0956526_rm1375508736_1985-9-16_2004.jpg,0.0,Madeline Zima,2.724896855372277,,"(119, 119)",18
3552,3534,12013,12013,1944-08-17 00:00:00,2010,34/nm0000134_rm1016183552_1943-8-17_2010.jpg,1.0,Robert De Niro,4.347896018474759,,"(500, 500)",66
502,51435,169944,169944,1983-08-29 00:00:00,2000,61/nm0005361_rm1420728320_1982-8-28_2000.jpg,0.0,LeAnn Rimes,3.7276104857832175,,"(160, 160)",17
2589,17764,60335,60335,1954-01-23 00:00:00,2013,64/nm0000464_rm1066851840_1953-1-22_2013.jpg,1.0,Jim Jarmusch,3.607949092170254,,"(500, 500)",59
3097,40148,136057,136057,1953-05-01 00:00:00,2015,91/nm0002191_rm4217500672_1952-4-30_2015.jpg,1.0,Jacques Audiard,3.177413772458189,,"(500, 500)",62
420,75525,250440,250440,1997-09-13 00:00:00,2013,06/nm1225406_rm1203689728_1996-9-12_2013.jpg,1.0,Colin Ford,2.034214304623567,,"(171, 171)",16
1965,118822,398930,398930,1983-07-21 00:00:00,2014,45/nm1478045_rm3940932352_1982-7-20_2014.jpg,1.0,Percy Daggs III,3.985606188196949,,"(500, 500)",31
671,67744,223537,223537,1993-07-23 00:00:00,2011,25/nm1411125_rm3973954816_1992-7-22_2011.jpg,0.0,Selena Gomez,5.4764425006256525,,"(500, 500)",18
6,85984,286693,286693,1974-10-27 00:00:00,1976,35/nm0532235_rm4080184320_1973-10-26_1976.jpg,1.0,Seth MacFarlane,2.0494931527632585,,"(111, 111)",2
1355,41422,139766,139766,1982-04-29 00:00:00,2005,95/nm0004695_rm3048839168_1981-4-28_2005.jpg,0.0,Jessica Alba,4.689943207057827,,"(241, 240)",23
112,43174,144663,144663,1987-04-04 00:00:00,2001,89/nm0004789_rm3262814976_1986-4-3_2001.jpg,0.0,Amanda Bynes,5.602592615986028,,"(285, 285)",14
1116,125159,421160,421160,1984-10-05 00:00:00,2005,93/nm0385293_rm154049024_1983-10-5_2005.jpg,0.0,Nicky Hilton,3.5397772447839406,,"(62, 62)",21
2985,31504,106746,106746,1949-02-05 00:00:00,2010,47/nm0001347_rm3000665088_1948-2-5_2010.jpg,0.0,Barbara Hershey,2.520419913287092,,"(73, 73)",61
902,130538,440604,440604,1983-12-01 00:00:00,2003,46/nm0193846_rm2423429376_1982-11-30_2003.jpg,0.0,Elisha Cuthbert,4.354650787267857,,"(270, 270)",20
3325,131574,444184,444184,1926-05-26 00:00:00,1990,83/nm0296583_rm2847726848_1925-5-25_1990.jpg,1.0,Warren Frost,2.659860484034215,,"(500, 500)",64
2779,28258,96031,96031,1944-02-04 00:00:00,2004,00/nm0001100_rm1069259520_1943-2-3_2004.jpg,0.0,Blythe Danner,4.95171312652278,,"(203, 203)",60
660,79923,265344,265344,1987-04-23 00:00:00,2005,28/nm1720028_rm795187968_1986-4-22_2005.jpg,0.0,Amber Heard,4.698154686411926,,"(260, 260)",18
211,122278,411458,411458,1990-02-22 00:00:00,2005,98/nm0088298_rm2160582144_1989-2-21_2005.jpg,1.0,Corbin Bleu,4.924145633793355,,"(278, 278)",15
574,110765,370618,370618,1983-09-22 00:00:00,2000,80/nm2368180_rm782535936_1982-9-21_2000.jpg,0.0,Parvati Shallow,2.5739538347638824,,"(90, 90)",17
328,42501,142670,142670,1983-03-04 00:00:00,1999,54/nm0004754_rm2866714624_1982-3-3_1999.jpg,0.0,Jessica Biel,5.704745439236654,,"(243, 243)",16
1749,69227,228079,228079,1984-04-10 00:00:00,2011,66/nm1512166_rm3923554048_1983-4-10_2011.jpg,0.0,Jamie Chung,3.739729732489667,,"(136, 136)",27
1867,63769,210860,210860,1979-05-13 00:00:00,2008,96/nm0015196_rm3924793088_1978-5-12_2008.jpg,0.0,Malin Akerman,4.777011546950522,,"(214, 215)",29
2843,30642,103966,103966,1953-06-23 00:00:00,2013,95/nm0001295_rm101490944_1952-6-22_2013.jpg,1.0,Graham Greene,2.127332719342592,,"(273, 274)",60
594,59043,195226,195226,1992-04-10 00:00:00,2010,88/nm1404488_rm2210039296_1991-4-10_2010.jpg,0.0,AJ Michalka,2.0912637763709534,,"(120, 120)",18
47,34940,118141,118141,1976-12-27 00:00:00,1982,76/nm0001576_rm3275130880_1975-12-27_1982.jpg,0.0,Heather O'Rourke,3.5588210733970347,,"(286, 286)",6
160,69417,228660,228660,1995-04-13 00:00:00,2009,80/nm1519680_rm3983642112_1994-4-12_2009.jpg,0.0,Saoirse Ronan,6.091368399408394,,"(342, 343)",14
2428,121190,407465,407465,1947-06-15 00:00:00,2004,39/nm0874339_rm1796378368_1946-6-14_2004.jpg,1.0,Donald Trump,3.8793085862254553,,"(144, 144)",57
1361,74218,245445,245445,1986-11-21 00:00:00,2009,04/nm0126004_rm3848834816_1985-11-20_2009.jpg,1.0,Dan Byrd,2.870927541794786,,"(106, 106)",23
2429,19749,66776,66776,1956-04-29 00:00:00,2013,50/nm0000550_rm220326400_1955-4-29_2013.jpg,0.0,Kate Mulgrew,4.8299487178891845,,"(501, 500)",57
681,109171,365089,365089,1995-02-24 00:00:00,2013,24/nm0266824_rm367439104_1994-2-23_2013.jpg,0.0,Dakota Fanning,3.0622111679123054,,"(500, 500)",18
3435,102956,344284,344284,1949-09-21 00:00:00,2014,33/nm0552333_rm2898314752_1948-9-20_2014.jpg,1.0,George R.R. Martin,2.2727505989096874,,"(501, 500)",65
1574,132821,448475,448475,1984-02-22 00:00:00,2009,59/nm0491259_rm3720513792_1983-2-21_2009.jpg,0.0,Mélanie Laurent,2.905474834291275,,"(500, 500)",25
3810,128158,432150,432150,1945-07-24 00:00:00,2015,77/nm0785277_rm120058368_1944-7-23_2015.jpg,1.0,Pepe Serna,4.5801775261026965,,"(500, 500)",70
916,28969,98592,98592,1974-07-30 00:00:00,1994,51/nm0001151_rm1629916672_1973-7-29_1994.jpg,1.0,Stephen Dorff,4.560775249193056,,"(500, 500)",20
753,87319,291267,291267,1992-02-11 00:00:00,2011,75/nm0731075_rm4245085184_1991-2-10_2011.jpg,0.0,Emma Roberts,3.604502563317032,,"(139, 139)",19
3650,6070,20684,20684,1939-01-01 00:00:00,2007,64/nm0000164_rm3611399936_1937-12-31_2007.jpg,1.0,Anthony Hopkins,2.733007206730205,,"(500, 500)",68
37,1530,5164,5164,1976-02-23 00:00:00,1982,06/nm0000106_rm251042560_1975-2-22_1982.jpg,0.0,Drew Barrymore,6.014139428913815,,"(219, 219)",6
3242,54793,180024,180024,1951-04-14 00:00:00,2014,69/nm0006669_rm1995888896_1950-4-13_2014.jpg,1.0,William Sadler,3.626748565518365,,"(500, 500)",63
2114,30030,102154,102154,1962-09-19 00:00:00,2009,54/nm0001254_rm657050624_1961-9-18_2009.jpg,1.0,James Gandolfini,2.8833846845648248,,"(500, 500)",47
3031,38308,130236,130236,1950-12-08 00:00:00,2012,23/nm0001823_rm129871360_1949-12-7_2012.jpg,1.0,Tom Waits,2.3690808366038443,,"(325, 325)",62
1382,101184,338662,338662,1981-12-20 00:00:00,2004,53/nm0350453_rm764578816_1980-12-19_2004.jpg,1.0,Jake Gyllenhaal,3.3855208115957707,,"(282, 282)",23
3658,33018,111776,111776,1939-01-02 00:00:00,2007,49/nm0001449_rm3845691392_1938-1-1_2007.jpg,1.0,Frank Langella,2.0229135012535,,"(85, 84)",68
2375,20839,70707,70707,1951-04-14 00:00:00,2008,79/nm0000579_rm4277910784_1950-4-13_2008.jpg,1.0,Ron Perlman,3.120007950681247,,"(454, 454)",57
1776,69796,230142,230142,1979-07-09 00:00:00,2006,90/nm0616990_rm942639104_1978-7-8_2006.jpg,0.0,Eve Myles,4.379937106284705,,"(500, 500)",27
2099,120577,405420,405420,1961-04-09 00:00:00,2007,84/nm0773884_rm3118372864_1960-4-8_2007.jpg,1.0,John Schneider,5.0430711993464925,,"(372, 372)",46
2025,125185,421210,421210,1982-02-18 00:00:00,2015,96/nm0385296_rm1018360832_1981-2-17_2015.jpg,0.0,Paris Hilton,4.564419228470778,,"(500, 500)",33
45,126884,427111,427111,2000-02-29 00:00:00,2006,26/nm1586126_rm3457522432_1999-3-0_2006.jpg,0.0,Tatum McCann,4.2349811262195525,,"(83, 83)",6
2081,10304,34347,34347,1960-07-26 00:00:00,2006,28/nm0000228_rm1778568192_1959-7-26_2006.jpg,1.0,Kevin Spacey,2.0908028462437684,,"(500, 500)",46
203,67927,224072,224072,1993-11-24 00:00:00,2008,23/nm1415323_rm4271937024_1992-11-23_2008.jpg,0.0,Miley Cyrus,3.8623809385338497,,"(75, 75)",15
2299,21826,74550,74550,1953-09-17 00:00:00,2010,20/nm0000620_rm244418560_1952-9-16_2010.jpg,1.0,Mickey Rourke,2.830343591169487,,"(373, 374)",57
2731,23363,79800,79800,1956-08-04 00:00:00,2015,71/nm0000671_rm671678208_1955-8-4_2015.jpg,1.0,Billy Bob Thornton,4.651428366721108,,"(500, 500)",59
2764,90947,303363,303363,1940-05-25 00:00:00,2000,81/nm0141581_rm443390464_1939-5-25_2000.jpg,0.0,Dixie Carter,4.335166362871849,,"(263, 263)",60
2292,111156,371865,371865,1963-08-25 00:00:00,2013,12/nm0462712_rm224439552_1962-8-24_2013.jpg,1.0,David Koechner,3.329412484479905,,"(500, 500)",50
2936,19355,65604,65604,1944-06-13 00:00:00,2005,32/nm0000532_rm4043676160_1943-6-13_2005.jpg,1.0,Malcolm McDowell,3.5868474270864867,,"(327, 326)",61
2325,5162,17697,17697,1950-09-01 00:00:00,2007,52/nm0000152_rm3025050368_1949-8-31_2007.jpg,1.0,Richard Gere,3.872193205375403,,"(263, 263)",57
3208,63407,209787,209787,1952-12-31 00:00:00,2015,71/nm0010471_rm641397248_1952-0-0_2015.jpg,0.0,Sandra Adair,3.9329326374464753,,"(500, 500)",63
381,52730,173595,173595,1984-06-10 00:00:00,2000,47/nm0005447_rm2439485952_1983-6-10_2000.jpg,0.0,Leelee Sobieski,3.0197646265560323,,"(69, 69)",16
1117,112950,377907,377907,1987-11-11 00:00:00,2008,81/nm0669681_rm1051759616_1986-11-10_2008.jpg,1.0,Josh Peck,3.242072281703947,,"(113, 113)",21
1902,11229,37441,37441,1978-07-02 00:00:00,2007,39/nm0000239_rm538089984_1977-7-1_2007.jpg,0.0,Liv Tyler,3.8506576483827626,,"(183, 182)",29
1335,113507,379910,379910,1965-06-22 00:00:00,1988,43/nm0767443_rm1934080512_1964-6-21_1988.jpg,1.0,Doug Savant,2.913145101174833,,"(187, 188)",23
3312,13317,44860,44860,1945-09-14 00:00:00,2009,02/nm0000302_rm2826210816_1944-9-13_2009.jpg,0.0,Jacqueline Bisset,4.867732644561643,,"(231, 231)",64
1592,19432,65788,65788,1974-09-06 00:00:00,1999,35/nm0000535_rm618824960_1973-9-5_1999.jpg,0.0,Rose McGowan,4.141891245972358,,"(500, 500)",25
2041,23034,78776,78776,1967-12-22 00:00:00,2001,62/nm0000662_rm4160720640_1966-12-21_2001.jpg,1.0,Kiefer Sutherland,4.383763786799256,,"(146, 146)",34
568,125779,423077,423077,1986-07-26 00:00:00,2003,98/nm0480798_rm1300994304_1985-7-25_2003.jpg,1.0,James Lafferty,3.748794931983664,,"(207, 208)",17
2967,41793,140880,140880,1953-05-03 00:00:00,2014,24/nm0004724_rm2566782464_1952-5-2_2014.jpg,0.0,Christine Baranski,4.802689270626795,,"(500, 500)",61
1160,51083,168882,168882,1977-03-09 00:00:00,1999,27/nm0005327_rm213882880_1976-3-8_1999.jpg,1.0,Freddie Prinze Jr.,3.425934323821699,,"(70, 70)",22
11,70477,232318,232318,1972-01-08 00:00:00,1975,37/nm0719637_rm1525787648_1971-1-7_1975.jpg,1.0,Jeremy Renner,2.631302050957072,,"(104, 104)",3
2347,103052,344584,344584,1949-02-14 00:00:00,2006,41/nm0554241_rm423991808_1948-2-14_2006.jpg,1.0,Jackie Martling,4.274391930618504,,"(391, 391)",57
704,135730,457829,457829,1994-08-30 00:00:00,2013,84/nm3798384_rm3229014272_1993-8-29_2013.jpg,,Liam Payne,3.26639009237086,,"(373, 373)",19
2999,29713,101117,101117,1942-12-11 00:00:00,2003,17/nm0001217_rm286431232_1941-12-10_2003.jpg,0.0,Fionnula Flanagan,2.522081758643004,,"(296, 296)",61
2338,47523,158371,158371,1948-12-07 00:00:00,2005,77/nm0005077_rm2308020992_1947-12-7_2005.jpg,1.0,James Keach,4.977314180875084,,"(246, 246)",57
2773,161,591,591,1935-09-21 00:00:00,1995,47/nm0000047_rm1440974592_1934-9-20_1995.jpg,0.0,Sophia Loren,2.5059943180356257,,"(268, 268)",60
1849,14378,48374,48374,1958-11-25 00:00:00,1987,44/nm0000344_rm818076928_1957-11-24_1987.jpg,0.0,Denise Crosby,3.663150552176393,,"(500, 500)",29
479,126245,424830,424830,1997-01-18 00:00:00,2014,86/nm4485886_rm3038366720_1996-1-18_2014.jpg,0.0,Sarah Gilman,3.037391207461696,,"(500, 500)",17
2231,38586,131102,131102,1964-11-20 00:00:00,2014,40/nm0001840_rm582206208_1963-11-20_2014.jpg,0.0,Ming-Na Wen,3.889364300333968,,"(429, 430)",50
560,84156,280110,280110,1986-01-01 00:00:00,2003,13/nm4237013_rm891861248_1985-0-0_2003.jpg,,Ashley Hebert,2.2747429810462663,,"(136, 137)",17
945,122826,412977,412977,1986-12-04 00:00:00,2006,43/nm1086543_rm792238080_1985-12-3_2006.jpg,0.0,Amanda Seyfried,5.662170713420542,,"(208, 208)",20
3583,61101,202083,202083,1948-10-18 00:00:00,2015,12/nm0608012_rm1841361920_1947-10-18_2015.jpg,1.0,Joe Morton,4.241315499657056,,"(500, 500)",67
2616,10465,35069,35069,1947-07-07 00:00:00,2006,30/nm0000230_rm2862922496_1946-7-6_2006.jpg,1.0,Sylvester Stallone,2.119810115147648,,"(142, 142)",59
3306,77681,257617,257617,1940-12-20 00:00:00,2004,60/nm0429760_rm1710329600_1939-12-20_2004.jpg,0.0,Kathryn Joosten,2.009075838983516,,"(111, 111)",64
1452,89976,300132,300132,1990-03-19 00:00:00,2014,14/nm2934314_rm3160866048_1989-3-18_2014.jpg,0.0,Lily Collins,3.790401662251596,,"(400, 400)",24
739,46659,155789,155789,1980-04-19 00:00:00,1999,28/nm0005028_rm3154549504_1979-4-19_1999.jpg,0.0,Kate Hudson,5.073039531905765,,"(170, 170)",19
2431,12225,40963,40963,1952-10-05 00:00:00,2010,61/nm0000261_rm2402256640_1951-10-5_2010.jpg,0.0,Karen Allen,2.186794723840828,,"(500, 500)",58
1372,131957,445406,445406,1982-01-09 00:00:00,2005,09/nm1298809_rm3364076288_1981-1-8_2005.jpg,0.0,Genevieve Padalecki,4.33305588336049,,"(500, 500)",23
1519,92058,306862,306862,1986-05-06 00:00:00,2010,73/nm0241173_rm2678623488_1985-5-5_2010.jpg,1.0,Clark Duke,3.880167516773128,,"(121, 121)",24
1596,21511,73414,73414,1975-12-18 00:00:00,2000,10/nm0000610_rm2523372032_1974-12-17_2000.jpg,1.0,Giovanni Ribisi,4.487798128986668,,"(141, 141)",25
2558,27519,93185,93185,1955-11-30 00:00:00,2013,54/nm0001054_rm1983175680_1954-11-29_2013.jpg,1.0,Joel Coen,3.4854634765880586,,"(500, 500)",58
764,97691,326181,326181,1992-11-15 00:00:00,2011,62/nm0940362_rm1103147776_1991-11-15_2011.jpg,0.0,Shailene Woodley,3.4955203629291303,,"(500, 500)",19
2546,2904,9907,9907,1956-01-19 00:00:00,2014,26/nm0000126_rm4220176384_1955-1-18_2014.jpg,1.0,Kevin Costner,5.4186719309599205,,"(278, 277)",58
1827,71513,235737,235737,1984-04-21 00:00:00,2012,21/nm1813221_rm4194678528_1983-4-21_2012.jpg,0.0,Gugu Mbatha-Raw,2.9147485418738923,,"(196, 196)",28
1824,111513,373102,373102,1980-04-21 00:00:00,2008,15/nm0564215_rm1818334976_1979-4-21_2008.jpg,1.0,James McAvoy,4.823872170134154,,"(241, 241)",28
1014,136611,460660,460660,1990-12-30 00:00:00,2011,08/nm3994408_rm2002235648_1989-12-29_2011.jpg,0.0,Jane Levy,3.318383691233572,,"(127, 127)",21
3847,23728,81000,81000,1926-10-04 00:00:00,1997,83/nm0000683_rm2234617344_1925-10-3_1997.jpg,1.0,Gore Vidal,3.593186250493665,,"(501, 500)",71
2464,21120,71818,71818,1954-12-18 00:00:00,2012,97/nm0000597_rm2424484864_1953-12-17_2012.jpg,1.0,Bill Pullman,3.5083931283077208,,"(500, 500)",58
908,70874,233607,233607,1987-10-02 00:00:00,2007,19/nm0810619_rm3145308416_1986-10-1_2007.jpg,0.0,Jurnee Smollett-Bell,2.508188592429971,,"(97, 97)",20
3666,36155,122320,122320,1947-02-06 00:00:00,2015,48/nm0001648_rm1381432576_1946-2-5_2015.jpg,0.0,Charlotte Rampling,4.204442467724566,,"(493, 493)",68
2609,6273,21339,21339,1949-12-22 00:00:00,2008,68/nm0000168_rm1924237824_1948-12-21_2008.jpg,1.0,Samuel L. Jackson,3.165885482308515,,"(75, 75)",59
51,98931,330626,330626,2000-02-20 00:00:00,2007,65/nm2051265_rm3878458368_1999-2-19_2007.jpg,1.0,Quinn Lord,5.0942070240561215,,"(383, 383)",7
1455,117808,395533,395533,1988-10-18 00:00:00,2012,80/nm1374980_rm1791669248_1987-10-18_2012.jpg,1.0,Zac Efron,5.610802799219982,,"(500, 501)",24
1413,73135,241660,241660,1986-03-16 00:00:00,2009,83/nm0025483_rm3169618176_1985-3-15_2009.jpg,0.0,Eva Amurri Martino,4.999307398927547,,"(133, 134)",23
478,111041,371517,371517,1982-09-05 00:00:00,1999,98/nm0461498_rm1069324288_1981-9-4_1999.jpg,0.0,Beyoncé Knowles,5.750897011289056,,"(223, 223)",17
2471,34952,118203,118203,1948-02-25 00:00:00,2006,79/nm0001579_rm2599006976_1947-2-24_2006.jpg,1.0,Edward James Olmos,3.690471681577933,,"(500, 500)",58
186,74682,247004,247004,1992-12-31 00:00:00,2006,38/nm2129938_rm3598883072_1992-0-0_2006.jpg,1.0,Thomas Turgoose,3.853417728110629,,"(128, 128)",14
3391,86597,288923,288923,1950-12-13 00:00:00,2015,90/nm0631490_rm1508242176_1949-12-12_2015.jpg,1.0,Bill Nighy,3.1103717569544704,,"(500, 500)",65
2819,40085,135858,135858,1951-08-16 00:00:00,2011,28/nm0002128_rm3985290240_1950-8-15_2011.jpg,0.0,Tess Harper,2.678343762488046,,"(110, 110)",60
2962,23847,81295,81295,1944-03-31 00:00:00,2005,86/nm0000686_rm2318178816_1943-3-31_2005.jpg,1.0,Christopher Walken,4.255340011576797,,"(135, 135)",61
2511,27889,94642,94642,1942-10-11 00:00:00,2000,75/nm0001075_rm2739902976_1941-10-10_2000.jpg,1.0,Peter Coyote,5.19630304017333,,"(258, 258)",58
2532,38878,132013,132013,1955-01-30 00:00:00,2013,56/nm0001856_rm1726601216_1954-1-29_2013.jpg,0.0,Oprah Winfrey,4.005055076539036,,"(188, 188)",58
3117,3552,12123,12123,1944-08-17 00:00:00,2006,34/nm0000134_rm1843370752_1943-8-17_2006.jpg,1.0,Robert De Niro,3.743722920884919,,"(154, 154)",62
1754,64949,214550,214550,1975-10-19 00:00:00,2002,46/nm0117146_rm856857344_1974-10-18_2002.jpg,0.0,Joy Bryant,3.789476288872264,,"(72, 72)",27
1588,57680,189942,189942,1984-01-11 00:00:00,2009,01/nm3202701_rm2192673280_1983-1-10_2009.jpg,0.0,Kalki Koechlin,2.183463085814429,,"(104, 104)",25
241,120649,405642,405642,1991-10-19 00:00:00,2006,55/nm0775455_rm410098176_1990-10-18_2006.jpg,0.0,Carly Schroeder,4.180949215446617,,"(149, 149)",15
751,135555,457049,457049,1994-10-28 00:00:00,2013,30/nm1795630_rm4177504000_1993-10-27_2013.jpg,1.0,Troy Gentile,6.028797088314406,,"(386, 386)",19
1255,127640,429858,429858,1986-07-29 00:00:00,2008,20/nm1682420_rm1112115968_1985-7-28_2008.jpg,1.0,Dustin Milligan,4.8978850758374906,,"(173, 173)",22
3321,31824,107911,107911,1944-11-17 00:00:00,2008,81/nm0001381_rm1286572800_1943-11-17_2008.jpg,0.0,Lauren Hutton,2.297240139738164,,"(93, 94)",64
1646,123094,413847,413847,1984-12-21 00:00:00,2010,96/nm3081796_rm276349696_1983-12-21_2010.jpg,1.0,Steven Yeun,4.353704218032276,,"(500, 500)",26
1451,35591,120388,120388,1970-08-20 00:00:00,1994,12/nm0001612_rm635755776_1969-8-19_1994.jpg,1.0,Matthew Perry,5.107584456596992,,"(500, 500)",24
3055,21882,74807,74807,1952-03-17 00:00:00,2014,21/nm0000621_rm468702976_1951-3-17_2014.jpg,1.0,Kurt Russell,5.146314365684302,,"(500, 500)",62
1913,39003,132325,132325,1976-08-21 00:00:00,2006,60/nm0001860_rm977181184_1975-8-21_2006.jpg,0.0,Alicia Witt,4.239214815635194,,"(306, 306)",30
3837,25448,86235,86235,1940-03-14 00:00:00,2011,55/nm0000855_rm1298966784_1939-3-14_2011.jpg,1.0,Raymond J. Barry,3.320667190054645,,"(160, 160)",71
842,59192,195812,195812,1990-01-10 00:00:00,2009,45/nm2400045_rm1782369792_1989-1-9_2009.jpg,0.0,Nina Dobrev,2.415553092298039,,"(160, 159)",19
2438,120123,403695,403695,1950-08-14 00:00:00,2008,97/nm0677597_rm3744634624_1949-8-13_2008.jpg,1.0,Philippe Petit,2.696960779928366,,"(112, 112)",58
1002,90498,301958,301958,1981-06-25 00:00:00,2002,13/nm0049313_rm134912768_1980-6-24_2002.jpg,0.0,Liane Balaban,4.136150229433596,,"(119, 118)",21
1944,66886,220655,220655,1981-06-25 00:00:00,2011,68/nm1310368_rm2473704704_1980-6-24_2011.jpg,0.0,Minka Kelly,2.297803326043659,,"(110, 111)",30
490,65387,215937,215937,1993-05-30 00:00:00,2010,19/nm2116419_rm636856320_1992-5-29_2010.jpg,1.0,Gregg Sulkin,3.010173386462753,,"(168, 168)",17
1224,71603,236196,236196,1989-03-05 00:00:00,2011,44/nm2811944_rm240627456_1988-3-4_2011.jpg,1.0,Josh Bowman,3.7374133495008426,,"(221, 221)",22
3867,24772,84017,84017,1934-06-21 00:00:00,2006,32/nm0000732_rm3879705344_1933-6-20_2006.jpg,1.0,Danny Aiello,3.946745117677489,,"(260, 260)",72
2544,33029,111819,111819,1926-10-17 00:00:00,1984,50/nm0001450_rm3554527488_1925-10-16_1984.jpg,0.0,Angela Lansbury,2.5845599092726674,,"(500, 500)",58
963,120456,404971,404971,1982-08-06 00:00:00,2002,25/nm5673725_rm2890453248_1981-8-5_2002.jpg,,Juan Pablo Galavis,4.22864632885273,,"(260, 260)",20
3652,81787,272203,272203,1944-01-01 00:00:00,2012,81/nm0036981_rm970959360_1943-0-0_2012.jpg,,Letty Aronson,4.113349055236894,,"(500, 500)",68
802,80499,267436,267436,1991-04-10 00:00:00,2010,76/nm0829576_rm2542830336_1990-4-9_2010.jpg,0.0,Kristen Stewart,5.570664660083165,,"(243, 243)",19
1119,65390,215945,215945,1993-05-30 00:00:00,2014,19/nm2116419_rm970184192_1992-5-29_2014.jpg,1.0,Gregg Sulkin,4.587017525733434,,"(501, 500)",21
2718,86722,289434,289434,1949-08-21 00:00:00,2008,04/nm0633604_rm595691264_1948-8-20_2008.jpg,1.0,John Noble,2.2520857489022514,,"(113, 113)",59
3267,22148,75722,75722,1946-01-30 00:00:00,2010,33/nm0000633_rm4184179968_1945-1-29_2010.jpg,1.0,Tom Selleck,2.6668868586162024,,"(151, 150)",64
69,113222,378965,378965,1996-07-27 00:00:00,2003,04/nm6663204_rm701035264_1995-7-27_2003.jpg,,Mirjana Puhar,2.6517902577745422,,"(197, 196)",7
792,79372,263267,263267,1986-05-18 00:00:00,2005,38/nm2625538_rm1107987712_1985-5-17_2005.jpg,1.0,Derek Hough,2.2483143631261853,,"(115, 114)",19
155,82168,273438,273438,1995-04-19 00:00:00,2009,79/nm2030779_rm2668988672_1994-4-18_2009.jpg,1.0,Moises Arias,3.790898053336299,,"(105, 105)",14
170,97640,326057,326057,1997-02-21 00:00:00,2011,42/nm3849842_rm1359400704_1996-2-21_2011.jpg,0.0,Sophie Turner,3.0513302094250774,,"(500, 501)",14
3090,58943,194869,194869,1953-07-16 00:00:00,2015,09/nm0408309_rm2490692352_1952-7-15_2015.jpg,0.0,Celia Imrie,2.604044962598601,,"(500, 500)",62
1527,106760,356705,356705,1986-07-06 00:00:00,2011,96/nm2957696_rm3674716928_1985-7-5_2011.jpg,1.0,François Arnaud,3.5494197913432783,,"(500, 500)",25
3233,39347,133389,133389,1949-07-17 00:00:00,2012,52/nm0001952_rm1026470144_1948-7-16_2012.jpg,1.0,Rubén Blades,3.651748733396145,,"(500, 500)",63
3723,102236,342034,342034,1941-06-23 00:00:00,2010,02/nm0452102_rm3328213504_1940-6-22_2010.jpg,1.0,Abbas Kiarostami,3.090292948944528,,"(500, 500)",69
330,67962,224159,224159,1993-08-21 00:00:00,2009,15/nm1416215_rm261065984_1992-8-20_2009.jpg,0.0,Demi Lovato,4.1745659085491695,,"(99, 99)",16
3015,36852,124844,124844,1940-08-29 00:00:00,2002,08/nm0001708_rm1841338624_1939-8-29_2002.jpg,,Joel Schumacher,3.170838598934505,,"(231, 231)",62
3638,22835,78158,78158,1943-04-25 00:00:00,2010,59/nm0000659_rm2727379968_1942-4-24_2010.jpg,0.0,Barbra Streisand,2.7077434899292188,,"(500, 500)",67
783,59284,196108,196108,1990-01-10 00:00:00,2009,45/nm2400045_rm842185984_1989-1-9_2009.jpg,0.0,Nina Dobrev,2.231058155673196,,"(391, 391)",19
1102,67946,224126,224126,1993-08-21 00:00:00,2014,15/nm1416215_rm131726080_1992-8-20_2014.jpg,0.0,Demi Lovato,3.970023641382228,,"(417, 417)",21
3913,23745,81043,81043,1939-12-30 00:00:00,2013,85/nm0000685_rm1695210240_1938-12-29_2013.jpg,1.0,Jon Voight,2.534433928823661,,"(484, 484)",74
2918,125149,421136,421136,1913-08-16 00:00:00,1974,08/nm0384908_rm54184960_1912-8-15_1974.jpg,0.0,Wendy Hiller,2.429405124460385,,"(500, 500)",61
